"gene_name","protein_id","swissprot_id","pdb_id","method","resol","chain","position"
"BRCA1","NP_009236.1","P38398","1JNX","X-ray","2.5","X","1646-1859"
"BRCA1","NP_009236.1","P38398","1N5O","X-ray","2.8","X","1646-1859"
"BRCA1","NP_009236.1","P38398","1OQA","NMR","-","A","1755-1863"
"BRCA1","NP_009236.1","P38398","1T15","X-ray","1.85","A","1649-1859"
"BRCA1","NP_009236.1","P38398","1T29","X-ray","2.3","A","1646-1859"
"BRCA1","NP_009236.1","P38398","1T2U","X-ray","2.8","A","1646-1859"
"BRCA1","NP_009236.1","P38398","1T2V","X-ray","3.3","A/B/C/D/E","1646-1859"
"BRCA1","NP_009236.1","P38398","1Y98","X-ray","2.5","A","1646-1859"
"BRCA1","NP_009236.1","P38398","2ING","X-ray","3.6","X","1649-1859"
"BRCA1","NP_009236.1","P38398","3COJ","X-ray","3.21","A/B/C/D/E/F/G/X","1646-1859"
"BRCA1","NP_009236.1","P38398","3K0H","X-ray","2.7","A","1646-1859"
"BRCA1","NP_009236.1","P38398","3K0K","X-ray","2.7","A","1646-1859"
"BRCA1","NP_009236.1","P38398","3K15","X-ray","2.8","A","1646-1859"
"BRCA1","NP_009236.1","P38398","3K16","X-ray","3","A","1646-1859"
"BRCA1","NP_009234.1","P38398","1JM7","NMR","-","A","1-110"
"BRCA1","NP_009234.1","P38398","1JNX","X-ray","2.5","X","1646-1859"
"BRCA1","NP_009234.1","P38398","1N5O","X-ray","2.8","X","1646-1859"
"BRCA1","NP_009234.1","P38398","1OQA","NMR","-","A","1755-1863"
"BRCA1","NP_009234.1","P38398","1T15","X-ray","1.85","A","1649-1859"
"BRCA1","NP_009234.1","P38398","1T29","X-ray","2.3","A","1646-1859"
"BRCA1","NP_009234.1","P38398","1T2U","X-ray","2.8","A","1646-1859"
"BRCA1","NP_009234.1","P38398","1T2V","X-ray","3.3","A/B/C/D/E","1646-1859"
"BRCA1","NP_009234.1","P38398","1Y98","X-ray","2.5","A","1646-1859"
"BRCA1","NP_009234.1","P38398","2ING","X-ray","3.6","X","1649-1859"
"BRCA1","NP_009234.1","P38398","3COJ","X-ray","3.21","A/B/C/D/E/F/G/X","1646-1859"
"BRCA1","NP_009234.1","P38398","3K0H","X-ray","2.7","A","1646-1859"
"BRCA1","NP_009234.1","P38398","3K0K","X-ray","2.7","A","1646-1859"
"BRCA1","NP_009234.1","P38398","3K15","X-ray","2.8","A","1646-1859"
"BRCA1","NP_009234.1","P38398","3K16","X-ray","3","A","1646-1859"
"BRCA1","NP_009225.1","P38398","1JM7","NMR","-","A","1-110"
"BRCA1","NP_009225.1","P38398","1JNX","X-ray","2.5","X","1646-1859"
"BRCA1","NP_009225.1","P38398","1N5O","X-ray","2.8","X","1646-1859"
"BRCA1","NP_009225.1","P38398","1OQA","NMR","-","A","1755-1863"
"BRCA1","NP_009225.1","P38398","1T15","X-ray","1.85","A","1649-1859"
"BRCA1","NP_009225.1","P38398","1T29","X-ray","2.3","A","1646-1859"
"BRCA1","NP_009225.1","P38398","1T2U","X-ray","2.8","A","1646-1859"
"BRCA1","NP_009225.1","P38398","1T2V","X-ray","3.3","A/B/C/D/E","1646-1859"
"BRCA1","NP_009225.1","P38398","1Y98","X-ray","2.5","A","1646-1859"
"BRCA1","NP_009225.1","P38398","2ING","X-ray","3.6","X","1649-1859"
"BRCA1","NP_009225.1","P38398","3COJ","X-ray","3.21","A/B/C/D/E/F/G/X","1646-1859"
"BRCA1","NP_009225.1","P38398","3K0H","X-ray","2.7","A","1646-1859"
"BRCA1","NP_009225.1","P38398","3K0K","X-ray","2.7","A","1646-1859"
"BRCA1","NP_009225.1","P38398","3K15","X-ray","2.8","A","1646-1859"
"BRCA1","NP_009225.1","P38398","3K16","X-ray","3","A","1646-1859"
"BRCA1","NP_009235.2","P38398","1JM7","NMR","-","A","1-110"
"BRCA1","NP_009235.2","P38398","1JNX","X-ray","2.5","X","1646-1859"
"BRCA1","NP_009235.2","P38398","1N5O","X-ray","2.8","X","1646-1859"
"BRCA1","NP_009235.2","P38398","1OQA","NMR","-","A","1755-1863"
"BRCA1","NP_009235.2","P38398","1T15","X-ray","1.85","A","1649-1859"
"BRCA1","NP_009235.2","P38398","1T29","X-ray","2.3","A","1646-1859"
"BRCA1","NP_009235.2","P38398","1T2U","X-ray","2.8","A","1646-1859"
"BRCA1","NP_009235.2","P38398","1T2V","X-ray","3.3","A/B/C/D/E","1646-1859"
"BRCA1","NP_009235.2","P38398","1Y98","X-ray","2.5","A","1646-1859"
"BRCA1","NP_009235.2","P38398","2ING","X-ray","3.6","X","1649-1859"
"BRCA1","NP_009235.2","P38398","3COJ","X-ray","3.21","A/B/C/D/E/F/G/X","1646-1859"
"BRCA1","NP_009235.2","P38398","3K0H","X-ray","2.7","A","1646-1859"
"BRCA1","NP_009235.2","P38398","3K0K","X-ray","2.7","A","1646-1859"
"BRCA1","NP_009235.2","P38398","3K15","X-ray","2.8","A","1646-1859"
"BRCA1","NP_009235.2","P38398","3K16","X-ray","3","A","1646-1859"
"BRCA1","NP_009227.1","P38398","1JM7","NMR","-","A","1-110"
"BRCA1","NP_009227.1","P38398","1JNX","X-ray","2.5","X","1646-1859"
"BRCA1","NP_009227.1","P38398","1N5O","X-ray","2.8","X","1646-1859"
"BRCA1","NP_009227.1","P38398","1OQA","NMR","-","A","1755-1863"
"BRCA1","NP_009227.1","P38398","1T15","X-ray","1.85","A","1649-1859"
"BRCA1","NP_009227.1","P38398","1T29","X-ray","2.3","A","1646-1859"
"BRCA1","NP_009227.1","P38398","1T2U","X-ray","2.8","A","1646-1859"
"BRCA1","NP_009227.1","P38398","1T2V","X-ray","3.3","A/B/C/D/E","1646-1859"
"BRCA1","NP_009227.1","P38398","1Y98","X-ray","2.5","A","1646-1859"
"BRCA1","NP_009227.1","P38398","2ING","X-ray","3.6","X","1649-1859"
"BRCA1","NP_009227.1","P38398","3COJ","X-ray","3.21","A/B/C/D/E/F/G/X","1646-1859"
"BRCA1","NP_009227.1","P38398","3K0H","X-ray","2.7","A","1646-1859"
"BRCA1","NP_009227.1","P38398","3K0K","X-ray","2.7","A","1646-1859"
"BRCA1","NP_009227.1","P38398","3K15","X-ray","2.8","A","1646-1859"
"BRCA1","NP_009227.1","P38398","3K16","X-ray","3","A","1646-1859"
"BRCA1","NP_009226.1","P38398","1JM7","NMR","-","A","1-110"
"BRCA1","NP_009226.1","P38398","1JNX","X-ray","2.5","X","1646-1859"
"BRCA1","NP_009226.1","P38398","1N5O","X-ray","2.8","X","1646-1859"
"BRCA1","NP_009226.1","P38398","1OQA","NMR","-","A","1755-1863"
"BRCA1","NP_009226.1","P38398","1T15","X-ray","1.85","A","1649-1859"
"BRCA1","NP_009226.1","P38398","1T29","X-ray","2.3","A","1646-1859"
"BRCA1","NP_009226.1","P38398","1T2U","X-ray","2.8","A","1646-1859"
"BRCA1","NP_009226.1","P38398","1T2V","X-ray","3.3","A/B/C/D/E","1646-1859"
"BRCA1","NP_009226.1","P38398","1Y98","X-ray","2.5","A","1646-1859"
"BRCA1","NP_009226.1","P38398","2ING","X-ray","3.6","X","1649-1859"
"BRCA1","NP_009226.1","P38398","3COJ","X-ray","3.21","A/B/C/D/E/F/G/X","1646-1859"
"BRCA1","NP_009226.1","P38398","3K0H","X-ray","2.7","A","1646-1859"
"BRCA1","NP_009226.1","P38398","3K0K","X-ray","2.7","A","1646-1859"
"BRCA1","NP_009226.1","P38398","3K15","X-ray","2.8","A","1646-1859"
"BRCA1","NP_009226.1","P38398","3K16","X-ray","3","A","1646-1859"
"BRD9","NP_001009877.2","Q9H8M2","3HME","X-ray","2.23","A/B","134-239"
"BRD9","NP_076413.3","Q9H8M2","3HME","X-ray","2.23","A/B","134-239"
"BST2","NP_004326.1","Q10589","2X7A","X-ray","2.77","A/B/C/D/E/F/G/H/I/J/K","87-147"
"BST2","NP_004326.1","Q10589","3MKX","X-ray","2.6","A/B/C/D","47-152"
"BXDC2","NP_060791.3","Q8TDN6","-","-","-","-","-"
"BZW2","NP_054757.1","Q9Y6E2","-","-","-","-","-"
"C13ORF18","NP_079389.2","Q9H714 ","-","-","-","-","-"
"C15orf48","NP_115789.1","Q9C002","-","-","-","-","-"
"C15orf48","NP_922946.1","Q9C002","-","-","-","-","-"
"C1QBP","NP_001203.1","Q07021","1P32","X-ray","2.25","A/B/C","75-282"
"C20orf20","NP_060740.1","Q9NV56","-","-","-","-","-"
"C20orf30","NP_001009923.1","Q96A57","-","-","-","-","-"
"C20orf30","NP_001009924.1","Q96A57","-","-","-","-","-"
"C20orf30","NP_001009925.1","Q96A57","-","-","-","-","-"
"C20orf30","NP_054864.3","Q96A57","-","-","-","-","-"
"C3","NP_000055.2","P01024","1C3D","X-ray","1.8","A","996-1287"
"C3","NP_000055.2","P01024","1C3D","X-ray","1.8","A","996-1287"
"C3","NP_000055.2","P01024","1GHQ","X-ray","2.04","A","996-1300"
"C3","NP_000055.2","P01024","1W2S","X-ray","-","A","996-1299"
"C3","NP_000055.2","P01024","2A73","X-ray","3.3","A","23-665"
"C3","NP_000055.2","P01024","2A73","X-ray","3.3","B","673-1663"
"C3","NP_000055.2","P01024","2A74","X-ray","2.4","A/D","23-665"
"C3","NP_000055.2","P01024","2A74","X-ray","2.4","B/E","749-936"
"C3","NP_000055.2","P01024","2A74","X-ray","2.4","C/F","1321-1663"
"C3","NP_000055.2","P01024","2GOX","X-ray","2.2","A/C","996-1287"
"C3","NP_000055.2","P01024","2HR0","X-ray","2.26","A","23-667"
"C3","NP_000055.2","P01024","2HR0","X-ray","2.26","B","749-1663"
"C3","NP_000055.2","P01024","2I07","X-ray","4","A","23-667"
"C3","NP_000055.2","P01024","2I07","X-ray","4","B","749-1663"
"C3","NP_000055.2","P01024","2ICE","X-ray","3.1","A/D","23-664"
"C3","NP_000055.2","P01024","2ICE","X-ray","3.1","B/E","749-954"
"C3","NP_000055.2","P01024","2ICE","X-ray","3.1","C/F","1321-1663"
"C3","NP_000055.2","P01024","2ICF","X-ray","4.1","A","23-664"
"C3","NP_000055.2","P01024","2ICF","X-ray","4.1","B","749-1663"
"C3","NP_000055.2","P01024","2NOJ","X-ray","2.7","A/C/E/G","996-1287"
"C3","NP_000055.2","P01024","2QKI","X-ray","2.4","A/D","23-665"
"C3","NP_000055.2","P01024","2QKI","X-ray","2.4","B/E","749-936"
"C3","NP_000055.2","P01024","2QKI","X-ray","2.4","C/F","1321-1663"
"C3","NP_000055.2","P01024","2WII","X-ray","2.7","A","23-667"
"C3","NP_000055.2","P01024","2WII","X-ray","2.7","B","749-1663"
"C3","NP_000055.2","P01024","2WIN","X-ray","3.9","A/C/E/G","23-667"
"C3","NP_000055.2","P01024","2WIN","X-ray","3.9","B/D/F/H","749-1663"
"C3","NP_000055.2","P01024","3D5R","X-ray","2.1","A/B","996-1287"
"C3","NP_000055.2","P01024","3D5S","X-ray","2.3","A/B","996-1287"
"C3","NP_000055.2","P01024","3G6J","X-ray","3.1","A/C","23-666"
"C3","NP_000055.2","P01024","3G6J","X-ray","3.1","B/D","749-1663"
"C4orf41","NP_068761.4","Q7Z392","-","-","-","-","-"
"C4orf41","NP_951008.1","Q7Z392","-","-","-","-","-"
"C5orf22","NP_060826.2","Q49AR2","-","-","-","-","-"
"C5orf28","NP_071928.2","Q0VDI3","-","-","-","-","-"
"CACYBP","NP_001007215.1","Q9HB71","1X5M","NMR","-","A","63-176"
"CACYBP","NP_001007215.1","Q9HB71","2A25","X-ray","2.2","B","58-70"
"CACYBP","NP_001007215.1","Q9HB71","2A26","X-ray","1.2","A/B/C","Jan-47"
"CACYBP","NP_055227.1","Q9HB71","1X5M","NMR","-","A","63-176"
"CACYBP","NP_055227.1","Q9HB71","2A25","X-ray","2.2","B","58-70"
"CACYBP","NP_055227.1","Q9HB71","2A26","X-ray","1.2","A/B/C","Jan-47"
"CADM1","NP_055148.3","Q9BY67 ","3BIN","X-ray","2.3","B","400-411"
"CADM1","NP_001091987.1","Q9BY67","3BIN","X-ray","2.3","B","400-411"
"CADM1","NP_055148.3","Q9BY67","3BIN","X-ray","2.3","B","400-411"
"CALCA","NP_001029124.1","P01258 ","2JXZ","NMR","-","A","85-114"
"CALCA","NP_001029125.1","P06881 ","1LS7","model","-","A","1-125"
"CALCA","NP_001732.1","P01258 ","2JXZ","NMR","-","A","85-114"
"CAMKK2","NP_006540.3","Q96RR4 ","2ZV2","X-ray","2.4","A","158-448"
"CAMKK2","NP_705719.2","Q96RR4 ","2ZV2","X-ray","2.4","A","158-448"
"CAMKK2","NP_705720.1","Q96RR4 ","2ZV2","X-ray","2.4","A","158-448"
"CAMKK2","NP_757363.1","Q96RR4 ","2ZV2","X-ray","2.4","A","158-448"
"CAMKK2","NP_757364.1","Q96RR4 ","2ZV2","X-ray","2.4","A","158-448"
"CAMKK2","NP_757365.1","Q96RR4 ","2ZV2","X-ray","2.4","A","158-448"
"CAMKK2","NP_757380.1","Q96RR4 ","2ZV2","X-ray","2.4","A","158-448"
"CAMKV","NP_076951.2","Q8NCB2 ","-","-","-","-","-"
"CCNA1","NP_001104515.1","P78396 ","-","-","-","-","-"
"CCNA1","NP_001104516.1","P78396 ","-","-","-","-","-"
"CCNA1","NP_001104517.1","P78396 ","-","-","-","-","-"
"CCNA1","NP_003905.1","P78396 ","-","-","-","-","-"
"CCNB1","NP_114172.1","P14635","2B9R","X-ray","2.9","A/B","165-433"
"CCNB1","NP_114172.1","P14635","2JGZ","X-ray","2.9","B","167-426"
"CCND1","NP_444284.1","P24385 ","2W96","X-ray","2.3","A","1-271"
"CCND1","NP_444284.1","P24385 ","2W99","X-ray","2.8","A","1-271"
"CCND1","NP_444284.1","P24385 ","2W9F","X-ray","2.85","A","1-271"
"CCND1","NP_444284.1","P24385 ","2W9Z","X-ray","2.45","A","16-271"
"CCND1","NP_444284.1","P24385 ","2W96","X-ray","2.3","A","1-271"
"CCND1","NP_444284.1","P24385 ","2W99","X-ray","2.8","A","1-271"
"CCND1","NP_444284.1","P24385 ","2W9F","X-ray","2.85","A","1-271"
"CCND1","NP_444284.1","P24385 ","2W9Z","X-ray","2.45","A","16-271"
"CCND2","NP_001750.1","P30279","-","-","-","-","-"
"CCNE1","NP_001229.1","P24864","1W98","X-ray","2.15","B","96-378"
"CCNE1","NP_476530.1","P24864","1W98","X-ray","2.15","B","96-378"
"CCR2","NP_001116513.2","P41597","1KAD","model","-","A","1-343"
"CCR2","NP_001116513.2","P41597","1KP1","model","-","A","1-343"
"CCR2","NP_001116868.1","P41597","1KAD","model","-","A","1-343"
"CCR2","NP_001116868.1","P41597","1KP1","model","-","A","1-343"
"CD28","NP_006130.1","P10747 ","1YJD","X-ray","2.7","C","17-152"
"CD44","NP_000601.3","P16070","1POZ","NMR","-","A","20-178"
"CD44","NP_000601.3","P16070","1UUH","X-ray","2.2","A/B","20-178"
"CD44","NP_000601.3","P16070","2I83","NMR","-","A","20-178"
"CD44","NP_001001389.1","P16070","1POZ","NMR","-","A","20-178"
"CD44","NP_001001389.1","P16070","1UUH","X-ray","2.2","A/B","20-178"
"CD44","NP_001001389.1","P16070","2I83","NMR","-","A","20-178"
"CD44","NP_001001390.1","P16070","1POZ","NMR","-","A","20-178"
"CD44","NP_001001390.1","P16070","1UUH","X-ray","2.2","A/B","20-178"
"CD44","NP_001001390.1","P16070","2I83","NMR","-","A","20-178"
"CD44","NP_001001391.1","P16070","1POZ","NMR","-","A","20-178"
"CD44","NP_001001391.1","P16070","1UUH","X-ray","2.2","A/B","20-178"
"CD44","NP_001001391.1","P16070","2I83","NMR","-","A","20-178"
"CD44","NP_001001392.1","P16070","1POZ","NMR","-","A","20-178"
"CD44","NP_001001392.1","P16070","1UUH","X-ray","2.2","A/B","20-178"
"CD44","NP_001001392.1","P16070","2I83","NMR","-","A","20-178"
"CD63","NP_001035123.1","-","-","-","-","-","-"
"CD63","NP_001771.1","P08962","-","-","-","-","-"
"CD83","NP_001035370.1","-","-","-","-","-","-"
"CD83","NP_004224.1","Q01151","-","-","-","-","-"
"CDA","NP_001776.1","P32320 ","1MQ0","X-ray","2.4","A/B","11-146"
"CDC40","NP_056975.1","O60508","-","-","-","-","-"
"CDH1","NP_004351.1","P12830 ","1O6S","X-ray","1.8","B","156-255"
"CDH1","NP_004351.1","P12830 ","2O72","X-ray","2","A","155-367"
"CDH1","NP_004351.1","P12830 ","2OMT","X-ray","2","B","156-255"
"CDH1","NP_004351.1","P12830 ","2OMU","X-ray","1.8","B","156-255"
"CDH1","NP_004351.1","P12830 ","2OMV","X-ray","1.9","B","156-255"
"CDH1","NP_004351.1","P12830 ","2OMX","X-ray","1.7","B","156-258"
"CDH1","NP_004351.1","P12830 ","2OMY","X-ray","1.7","B","156-255"
"CDH1","NP_004351.1","P12830 ","2OMZ","X-ray","1.6","B","156-255"
"CDH1","NP_004351.1","P12830 ","3FF7","X-ray","1.8","A/B","155-253"
"CDH1","NP_004351.1","P12830 ","3FF8","X-ray","2","A/B","155-254"
"CDH1","NP_004351.1","P12830 ","3L6X","X-ray","2.4","B","756-773"
"CDH1","NP_004351.1","P12830 ","3L6Y","X-ray","3","B/D/F","756-773"
"CDH11","NP_001788.2","P55287","-","-","-","-","-"
"CDH13","NP_001248.1","P55290 ","2V37","NMR","-","A","139-243"
"CDH15","NP_004924.1","P55291","-","-","-","-","-"
"CDH2","NP_001783.2","P19022","-","-","-","-","-"
"CDH3","NP_001784.2","P22223 ","-","-","-","-","-"
"CDH4","NP_001785.2","P55283","-","-","-","-","-"
"CDK2","NP_001789.2","P24941","1AQ1","X-ray","2","A","1-298"
"CDK2","NP_001789.2","P24941","1B38","X-ray","2","A","1-298"
"CDK2","NP_001789.2","P24941","1B39","X-ray","2.1","A","1-298"
"CDK2","NP_001789.2","P24941","1BUH","X-ray","2.6","A","1-298"
"CDK2","NP_001789.2","P24941","1CKP","X-ray","2.05","A","1-298"
"CDK2","NP_001789.2","P24941","1DI8","X-ray","2.2","A","1-298"
"CDK2","NP_001789.2","P24941","1DM2","X-ray","2.1","A","1-298"
"CDK2","NP_001789.2","P24941","1E1V","X-ray","1.95","A","1-298"
"CDK2","NP_001789.2","P24941","1E1X","X-ray","1.85","A","1-298"
"CDK2","NP_001789.2","P24941","1E9H","X-ray","2.5","A/C","1-296"
"CDK2","NP_001789.2","P24941","1F5Q","X-ray","2.5","A/C","1-298"
"CDK2","NP_001789.2","P24941","1FIN","X-ray","2.3","A/C","1-298"
"CDK2","NP_001789.2","P24941","1FQ1","X-ray","3","B","1-298"
"CDK2","NP_001789.2","P24941","1FVT","X-ray","2.2","A","1-298"
"CDK2","NP_001789.2","P24941","1FVV","X-ray","2.8","A/C","1-298"
"CDK2","NP_001789.2","P24941","1G5S","X-ray","2.61","A","1-298"
"CDK2","NP_001789.2","P24941","1GIH","X-ray","2.8","A","1-298"
"CDK2","NP_001789.2","P24941","1GII","X-ray","2","A","1-298"
"CDK2","NP_001789.2","P24941","1GIJ","X-ray","2.2","A","1-298"
"CDK2","NP_001789.2","P24941","1GY3","X-ray","2.7","A/C","1-296"
"CDK2","NP_001789.2","P24941","1GZ8","X-ray","1.3","A","1-298"
"CDK2","NP_001789.2","P24941","1H00","X-ray","1.6","A","1-298"
"CDK2","NP_001789.2","P24941","1H01","X-ray","1.79","A","1-298"
"CDK2","NP_001789.2","P24941","1H07","X-ray","1.85","A","1-298"
"CDK2","NP_001789.2","P24941","1H08","X-ray","1.8","A","1-298"
"CDK2","NP_001789.2","P24941","1H0V","X-ray","1.9","A","1-298"
"CDK2","NP_001789.2","P24941","1H0W","X-ray","2.1","A","1-298"
"CDK2","NP_001789.2","P24941","1H1P","X-ray","2.1","A/C","1-298"
"CDK2","NP_001789.2","P24941","1H1Q","X-ray","2.5","A/C","1-298"
"CDK2","NP_001789.2","P24941","1H1R","X-ray","2","A/C","1-298"
"CDK2","NP_001789.2","P24941","1H1S","X-ray","2","A/C","1-298"
"CDK2","NP_001789.2","P24941","1H24","X-ray","2.5","A/C","1-298"
"CDK2","NP_001789.2","P24941","1H25","X-ray","2.5","A/C","1-298"
"CDK2","NP_001789.2","P24941","1H26","X-ray","2.24","A/C","1-298"
"CDK2","NP_001789.2","P24941","1H27","X-ray","2.2","A/C","1-298"
"CDK2","NP_001789.2","P24941","1H28","X-ray","2.8","A/C","1-298"
"CDK2","NP_001789.2","P24941","1HCK","X-ray","1.9","A","1-298"
"CDK2","NP_001789.2","P24941","1HCL","X-ray","1.8","A","1-298"
"CDK2","NP_001789.2","P24941","1JST","X-ray","2.6","A/C","1-298"
"CDK2","NP_001789.2","P24941","1JSU","X-ray","2.3","A","1-298"
"CDK2","NP_001789.2","P24941","1JSV","X-ray","1.96","A","1-298"
"CDK2","NP_001789.2","P24941","1JVP","X-ray","1.53","P","1-298"
"CDK2","NP_001789.2","P24941","1KE5","X-ray","2.2","A","1-298"
"CDK2","NP_001789.2","P24941","1KE6","X-ray","2","A","1-298"
"CDK2","NP_001789.2","P24941","1KE7","X-ray","2","A","1-298"
"CDK2","NP_001789.2","P24941","1KE8","X-ray","2","A","1-298"
"CDK2","NP_001789.2","P24941","1KE9","X-ray","2","A","1-298"
"CDK2","NP_001789.2","P24941","1OGU","X-ray","2.6","A/C","1-298"
"CDK2","NP_001789.2","P24941","1OI9","X-ray","2.1","A/C","1-298"
"CDK2","NP_001789.2","P24941","1OIQ","X-ray","2.31","A","1-298"
"CDK2","NP_001789.2","P24941","1OIR","X-ray","1.91","A","1-298"
"CDK2","NP_001789.2","P24941","1OIT","X-ray","1.6","A","1-298"
"CDK2","NP_001789.2","P24941","1OIU","X-ray","2","A/C","1-298"
"CDK2","NP_001789.2","P24941","1OIY","X-ray","2.4","A/C","1-298"
"CDK2","NP_001789.2","P24941","1OKV","X-ray","2.4","A/C","1-298"
"CDK2","NP_001789.2","P24941","1OKW","X-ray","2.5","A/C","1-298"
"CDK2","NP_001789.2","P24941","1OL1","X-ray","2.9","A/C","1-298"
"CDK2","NP_001789.2","P24941","1OL2","X-ray","2.6","A/C","1-298"
"CDK2","NP_001789.2","P24941","1P2A","X-ray","2.5","A","1-298"
"CDK2","NP_001789.2","P24941","1P5E","X-ray","2.22","A/C","1-298"
"CDK2","NP_001789.2","P24941","1PF8","X-ray","2.51","A","1-298"
"CDK2","NP_001789.2","P24941","1PKD","X-ray","2.3","A/C","1-296"
"CDK2","NP_001789.2","P24941","1PW2","X-ray","1.95","A","1-298"
"CDK2","NP_001789.2","P24941","1PXI","X-ray","1.95","A","1-298"
"CDK2","NP_001789.2","P24941","1PXJ","X-ray","2.3","A","1-298"
"CDK2","NP_001789.2","P24941","1PXK","X-ray","2.8","A","1-298"
"CDK2","NP_001789.2","P24941","1PXL","X-ray","2.5","A","1-298"
"CDK2","NP_001789.2","P24941","1PXM","X-ray","2.53","A","1-298"
"CDK2","NP_001789.2","P24941","1PXN","X-ray","2.5","A","1-298"
"CDK2","NP_001789.2","P24941","1PXO","X-ray","1.96","A","1-298"
"CDK2","NP_001789.2","P24941","1PXP","X-ray","2.3","A","1-298"
"CDK2","NP_001789.2","P24941","1PYE","X-ray","2","A","1-298"
"CDK2","NP_001789.2","P24941","1QMZ","X-ray","2.2","A/C","1-298"
"CDK2","NP_001789.2","P24941","1R78","X-ray","2","A","1-298"
"CDK2","NP_001789.2","P24941","1URC","X-ray","2.6","A/C","1-298"
"CDK2","NP_001789.2","P24941","1URW","X-ray","1.6","A","1-298"
"CDK2","NP_001789.2","P24941","1V1K","X-ray","2.31","A","1-298"
"CDK2","NP_001789.2","P24941","1VYW","X-ray","2.3","A/C","1-298"
"CDK2","NP_001789.2","P24941","1VYZ","X-ray","2.21","A","1-298"
"CDK2","NP_001789.2","P24941","1W0X","X-ray","2.2","C","1-298"
"CDK2","NP_001789.2","P24941","1W8C","X-ray","2.05","A","1-298"
"CDK2","NP_001789.2","P24941","1W98","X-ray","2.15","A","1-297"
"CDK2","NP_001789.2","P24941","1WCC","X-ray","2.2","A","1-298"
"CDK2","NP_001789.2","P24941","1Y8Y","X-ray","2","A","1-298"
"CDK2","NP_001789.2","P24941","1Y91","X-ray","2.15","A","1-298"
"CDK2","NP_001789.2","P24941","1YKR","X-ray","1.8","A","1-298"
"CDK2","NP_001789.2","P24941","2A0C","X-ray","1.95","X","1-298"
"CDK2","NP_001789.2","P24941","2A4L","X-ray","2.4","A","1-298"
"CDK2","NP_001789.2","P24941","2B52","X-ray","1.88","A","1-298"
"CDK2","NP_001789.2","P24941","2B53","X-ray","2","A","1-298"
"CDK2","NP_001789.2","P24941","2B54","X-ray","1.85","A","1-298"
"CDK2","NP_001789.2","P24941","2B55","X-ray","1.85","A","1-298"
"CDK2","NP_001789.2","P24941","2BHE","X-ray","1.9","A","1-298"
"CDK2","NP_001789.2","P24941","2BHH","X-ray","2.6","A","1-298"
"CDK2","NP_001789.2","P24941","2BKZ","X-ray","2.6","A/C","1-298"
"CDK2","NP_001789.2","P24941","2BPM","X-ray","2.4","A/C","1-298"
"CDK2","NP_001789.2","P24941","2BTR","X-ray","1.85","A","1-298"
"CDK2","NP_001789.2","P24941","2BTS","X-ray","1.99","A","1-298"
"CDK2","NP_001789.2","P24941","2C4G","X-ray","2.7","A/C","1-298"
"CDK2","NP_001789.2","P24941","2C5N","X-ray","2.1","A/C","1-298"
"CDK2","NP_001789.2","P24941","2C5O","X-ray","2.1","A/C","1-298"
"CDK2","NP_001789.2","P24941","2C5V","X-ray","2.9","A/C","1-298"
"CDK2","NP_001789.2","P24941","2C5X","X-ray","2.9","A/C","1-298"
"CDK2","NP_001789.2","P24941","2C5Y","X-ray","2.25","A","1-298"
"CDK2","NP_001789.2","P24941","2C68","X-ray","1.95","A","1-298"
"CDK2","NP_001789.2","P24941","2C69","X-ray","2.1","A","1-298"
"CDK2","NP_001789.2","P24941","2C6I","X-ray","1.8","A","1-298"
"CDK2","NP_001789.2","P24941","2C6K","X-ray","1.9","A","1-298"
"CDK2","NP_001789.2","P24941","2C6L","X-ray","2.3","A","1-298"
"CDK2","NP_001789.2","P24941","2C6M","X-ray","1.9","A","1-298"
"CDK2","NP_001789.2","P24941","2C6O","X-ray","2.1","A","1-298"
"CDK2","NP_001789.2","P24941","2C6T","X-ray","2.61","A/C","1-298"
"CDK2","NP_001789.2","P24941","2CCH","X-ray","1.7","A/C","1-298"
"CDK2","NP_001789.2","P24941","2CCI","X-ray","2.7","A/C","1-298"
"CDK2","NP_001789.2","P24941","2CJM","X-ray","2.3","A/C","1-298"
"CDK2","NP_001789.2","P24941","2CLX","X-ray","1.8","A","1-298"
"CDK2","NP_001789.2","P24941","2DS1","X-ray","2","A","1-298"
"CDK2","NP_001789.2","P24941","2DUV","X-ray","2.2","A","1-298"
"CDK2","NP_001789.2","P24941","2EXM","X-ray","1.8","A","1-298"
"CDK2","NP_001789.2","P24941","2FVD","X-ray","1.85","A","1-298"
"CDK2","NP_001789.2","P24941","2G9X","X-ray","2.5","A/C","1-298"
"CDK2","NP_001789.2","P24941","2HIC","model","-","A","1-298"
"CDK2","NP_001789.2","P24941","2I40","X-ray","2.8","A/C","1-298"
"CDK2","NP_001789.2","P24941","2IW6","X-ray","2.3","A/C","1-298"
"CDK2","NP_001789.2","P24941","2IW8","X-ray","2.3","A/C","1-298"
"CDK2","NP_001789.2","P24941","2IW9","X-ray","2","A/C","1-298"
