"gene_name","homologene_id","species","gene","mrna","protein"
"BNIP3","2990","P.troglodytes","BNIP3","XM_508116.2","XP_508116.2"
"BNIP3","2990","C.lupus","BNIP3","XM_844054.1","XP_849147.1"
"BNIP3","2990","B.taurus","BNIP3","NM_001076366.1","NP_001069834.1"
"BNIP3","2990","M.musculus","LOC1000425","XM_001478188.1","XP_001478238.1"
"BNIP3","2990","R.norvegicus","Bnip3","NM_053420.2","NP_445872.1"
"BNIP3","2990","G.gallus","BNIP3","XM_421829.2","XP_421829.2"
"BNIP3","2990","D.rerio","wu:fj49c01","NM_001012245.1","NP_001012245.1"
"BRAF","3197","H.sapiens","BRAF","NM_004333.4","NP_004324.2"
"BRAF","3197","P.troglodytes","BRAF","XM_001155024.1","XP_001155024.1"
"BRAF","3197","C.lupus","BRAF","XM_532749.2","XP_532749.2"
"BRAF","3197","B.taurus","BRAF","XM_864068.3","XP_869161.2"
"BRAF","3197","M.musculus","Braf","NM_139294.4","NP_647455.2"
"BRAF","3197","R.norvegicus","Braf","XM_231692.4","XP_231692.4"
"BRAF","3197","G.gallus","BRAF","NM_205302.1","NP_990633.1"
"BRAF","3197","D.rerio","braf","NM_205744.3","NP_991307.2"
"BRAF","3197","D.melanogaster","phl","NM_080308.2","NP_525047.1"
"BRAF","3197","A.gambiae","AgaP_AGAP0","XM_318144.4","XP_318144.4"
"BRAF","3197","C.elegans","lin-45","NM_171367.4","NP_741430.3"
"BRCA1","5276","H.sapiens ","BRCA1 ","NM_007302.2 ","NP_009233.1"
"BRCA1","5276","P.troglodytes ","BRCA1 ","XM_001157352.1 ","XP_001157352.1"
"BRCA1","5276","C.lupus ","BRCA1 ","NM_001013416.1 ","NP_001013434.1"
"BRCA1","5276","B.taurus ","BRCA1 ","NM_178573.1 ","NP_848668.1"
"BRCA1","5276","M.musculus ","Brca1 ","NM_009764.2 ","NP_033894.2"
"BRCA1","5276","R.norvegicus ","Brca1 ","NM_012514.1 ","NP_036646.1"
"BRCA1","5276","G.gallus ","BRCA1 ","NM_204169.1 ","NP_989500.1"
"BRD9","82462","H.sapiens ","BRD9 ","NM_023924.3 ","NP_076413.2"
"BRD9","82462","P.troglodytes ","BRD9 ","XM_001139048.1 ","XP_001139048.1"
"BRD9","82462","C.lupus ","BRD9 ","XM_846692.1 ","XP_851785.1"
"BRD9","82462","B.taurus ","BRD9 ","XM_867786.3 ","XP_872879.3"
"BRD9","82462","M.musculus ","Brd9 ","NM_001024508.2 ","NP_001019679.2"
"BRD9","82462","R.norvegicus ","Brd9 ","XM_217740.4 ","XP_217740.4"
"BRD9","82462","G.gallus ","BRD9 ","XM_418893.2 ","XP_418893.2"
"BRD9","82462","D.rerio ","brd9 ","NM_200275.1 ","NP_956569.1"
"BST2","48277","H.sapiens","BST2","NM_004335.2","NP_004326.1"
"BST2","48277","P.troglodytes","BST2","XM_512491.2","XP_512491.2"
"BST2","48277","B.taurus","BST2","XM_871059.2","XP_876152.2"
"BST2","48277","B.taurus","BST2","XM_584000.4","XP_584000.2"
"BST2","48277","M.musculus","Bst2","NM_198095.2","NP_932763.1"
"BST2","48277","R.norvegicus","Bst2","NM_198134.1","NP_937767.1"
"BRIX1","10133","H.sapiens ","BXDC2 ","NM_018321.3 ","NP_060791.3"
"BRIX1","10133","P.troglodytes ","BXDC2 ","XM_517812.2 ","XP_517812.2"
"BRIX1","10133","B.taurus ","BXDC2 ","NM_001034529.1 ","NP_001029701.1"
"BRIX1","10133","M.musculus ","Bxdc2 ","NM_026396.3 ","NP_080672.3"
"BRIX1","10133","R.norvegicus ","Bxdc2 ","NM_001029915.1 ","NP_001025086.1"
"BRIX1","10133","G.gallus ","BXDC2 ","NM_001031449.1 ","NP_001026620.1"
"BRIX1","10133","D.rerio ","bxdc2 ","XM_001921103.1 ","XP_001921138.1"
"BRIX1","10133","D.melanogaster ","CG11583 ","NM_001038900.1 ","NP_001033989.1"
"BRIX1","10133","A.gambiae ","AgaP_AGAP0","XM_315375.4 ","XP_315375.4"
"BRIX1","10133","C.elegans ","K12H4.3 ","NM_066355.4 ","NP_498756.1"
"BRIX1","10133","S.pombe ","brx1 ","NM_001021014.1 ","NP_595107.1"
"BRIX1","10133","S.cerevisiae ","BRX1 ","BRX1_6324496 ","NP_014565.1"
"BRIX1","10133","K.lactis ","KLLA0E1787","XM_454753.1 ","XP_454753.1"
"BRIX1","10133","E.gossypii ","AGOS_AER02","NM_210234.1 ","NP_984880.1"
"BRIX1","10133","M.grisea ","MGG_01078 ","XM_368166.1 ","XP_368166.1"
"BRIX1","10133","N.crassa ","NCU01524.1","XM_327962.1 ","XP_327963.1"
"BRIX1","10133","A.thaliana ","AT1G52930 ","NM_104171.2 ","NP_564618.1"
"BRIX1","10133","A.thaliana ","AT3G15460 ","NM_112414.3 ","NP_566514.1"
"BRIX1","10133","O.sativa ","Os02g05918","NM_001053824.1 ","NP_001047289.1"
"BRIX1","10133","P.falciparum ","PF07_0122 ","XM_001349153.1 ","XP_001349189.1"
"BZW2","8530","H.sapiens","BZW2","NM_014038.1","NP_054757.1"
"BZW2","8530","P.troglodytes","BZW2","XM_518982.2","XP_518982.2"
"BZW2","8530","C.lupus","BZW2","XM_532484.2","XP_532484.2"
"BZW2","8530","B.taurus","BZW2","XM_584557.4","XP_584557.4"
"BZW2","8530","M.musculus","Bzw2","NM_025840.2","NP_080116.2"
"BZW2","8530","R.norvegicus","Bzw2","NM_134402.1","NP_599229.1"
"BZW2","8530","G.gallus","BZW2","NM_001006358.1","NP_001006358.1"
"BZW2","8530","D.rerio","zgc:55580","NM_200918.1","NP_957212.1"
"BZW2","8530","A.thaliana","AT5G36230","NM_123014.3","NP_568534.1"
"BZW2","8530","A.thaliana","AT1G65220","NM_105195.2","NP_564845.1"
"BZW2","8530","O.sativa","Os11g04140","NM_001074292.1","NP_001067760.1"
"C13orf18","57021","H.sapiens","C13orf18","NM_025113.2","NP_079389.2"
"C13orf18","57021","P.troglodytes","LOC452587","XM_001156463.1","XP_001156463.1"
"C13orf18","57021","C.lupus","LOC485452","XM_542570.2","XP_542570.2"
"C13orf18","57021","B.taurus","MGC165939","NM_001102041.1","NP_001095511.1"
"C13orf18","57021","M.musculus","5031414D18","NM_198642.1","NP_941044.2"
"C13orf18","57021","R.norvegicus","RGD1304929","XM_224403.4","XP_224403.4"
"C13orf18","57021","G.gallus","C13orf18","XM_417049.2","XP_417049.2"
"C13orf18","57021","D.rerio","LOC561574","XM_684987.2","XP_690079.2"
"C15orf48","41867","H.sapiens","C15orf48","NM_032413.2","NP_115789.1"
"C15orf48","41867","P.troglodytes","LOC744100","XM_001163654.1","XP_001163654.1"
"C15orf48","41867","C.lupus","LOC478287","XM_535462.2","XP_535462.2"
"C15orf48","41867","B.taurus","MGC165862","XM_864993.3","XP_870086.3"
"C15orf48","41867","M.musculus","AA467197","NM_001004174.1","NP_001004174.1"
"C15orf48","41867","R.norvegicus","MGC105649","NM_001008518.1","NP_001008518.1"
"C1QBP","31023","H.sapiens","C1QBP","NM_001212.3","NP_001203.1"
"C1QBP","31023","P.troglodytes","C1QBP","XM_511993.2","XP_511993.2"
"C1QBP","31023","C.lupus","C1QBP","XM_546568.2","XP_546568.2"
"C1QBP","31023","B.taurus","C1QBP","NM_001034527.1","NP_001029699.1"
"C1QBP","31023","M.musculus","C1qbp","NM_007573.2","NP_031599.2"
"C1QBP","31023","R.norvegicus","C1qbp","NM_019259.2","NP_062132.2"
"C1QBP","31023","G.gallus","C1QBP","XM_415748.2","XP_415748.2"
"C1QBP","31023","D.rerio","zgc:110137","NM_001017858.1","NP_001017858.1"
"C1QBP","31023","D.melanogaster","CG6459","NM_137399.2","NP_611243.1"
"C1QBP","31023","A.gambiae","AgaP_AGAP0","XM_318437.4","XP_318437.3"
"C1QBP","31023","C.elegans","cri-3","NM_065300.3","NP_497701.1"
"C20orf20","10104","H.sapiens ","C20orf20 ","NM_018270.4 ","NP_060740.1"
"C20orf20","10104","B.taurus ","LOC616297 ","XM_868284.3 ","XP_873377.2"
"C20orf20","10104","M.musculus ","1600027N09","NM_028479.1 ","NP_082755.1"
"C20orf20","10104","R.norvegicus ","RGD1308612","XM_001074536.1 ","XP_001074536.1"
"C20orf20","10104","G.gallus ","C20orf20 ","XM_417408.2 ","XP_417408.2"
"C20orf20","10104","D.rerio ","c20orf20 ","NM_200736.1 ","NP_957030.1"
"C20orf20","10104","D.melanogaster ","MrgBP ","NM_136573.2 ","NP_610417.1"
"C20orf20","10104","A.gambiae ","AgaP_AGAP0","XM_320195.4 ","XP_320195.4"
"C20orf30","8561","H.sapiens","C20orf30","NM_001009923.1","NP_001009923.1"
"C20orf30","8561","P.troglodytes","LOC458080","XM_514498.2","XP_514498.2"
"C20orf30","8561","C.lupus","LOC477167","XM_534356.2","XP_534356.2"
"C20orf30","8561","B.taurus","C13H20orf3","NM_001014930.2","NP_001014930.1"
"C20orf30","8561","M.musculus","5730494N06","NM_027478.2","NP_081754.1"
"C20orf30","8561","R.norvegicus","RGD1307399","XM_001063827.1","XP_001063827.1"
"C20orf30","8561","G.gallus","C20orf30","NM_001007877.1","NP_001007878.1"
"C20orf30","8561","D.rerio","zgc:162251","NM_001102640.1","NP_001096110.1"
"C3","68031","H.sapiens","C3","NM_000064.2","NP_000055.2"
"C3","68031","P.troglodytes","C3","XM_512318.2","XP_512318.2"
"C3","68031","C.lupus","C3","XM_533932.2","XP_533932.2"
"C3","68031","B.taurus","C3","NM_001040469.2","NP_001035559.2"
"C3","68031","M.musculus","C3","NM_009778.2","NP_033908.2"
"C3","68031","R.norvegicus","C3","NM_016994.1","NP_058690.1"
"C3","68031","G.gallus","C3","XM_001236913.1","XP_001236914.1"
"C3","68031","D.rerio","c3b","NM_131243.1","NP_571318.1"
"C3","68031","D.rerio","c3c","NM_001037236.1","NP_001032313.1"
"C3","68031","D.rerio","LOC567847","XM_691154.3","XP_696246.3"
"C3","68031","D.rerio","si:dkey-76","XM_001920039.1","XP_001920074.1"
"C3","68031","D.rerio","LOC566975","XM_690259.3","XP_695351.3"
"C3","68031","D.rerio","LOC1001499","XM_001919994.1","XP_001920029.1"
"C4orf41","11076","H.sapiens ","C4orf41 ","NM_021942.4 ","NP_068761.4"
"C4orf41","11076","P.troglodytes ","LOC471365 ","XM_526747.2 ","XP_526747.2"
"C4orf41","11076","C.lupus ","LOC482914 ","XM_540029.2 ","XP_540029.2"
"C4orf41","11076","B.taurus ","MGC159911 ","NM_001102197.1 ","NP_001095667.1"
"C4orf41","11076","M.musculus ","D030016E14","NM_177240.3 ","NP_796214.2"
"C4orf41","11076","R.norvegicus ","RGD1309765","XM_224848.4 ","XP_224848.3"
"C4orf41","11076","G.gallus ","RCJMB04_29","NM_001031536.1 ","NP_001026707.1"
"C4orf41","11076","D.rerio ","foigr ","NM_199626.2 ","NP_955920.2"
"C4orf41","11076","D.melanogaster ","gry ","NM_168000.1 ","NP_728832.2"
"C4orf41","11076","A.gambiae ","AgaP_AGAP0","XM_316549.4 ","XP_316549.4"
"C4orf41","11076","C.elegans ","B0412.3 ","NM_064863.3 ","NP_497264.1"
"C4orf41","11076","A.thaliana ","AT5G65950 ","NM_125992.5 ","NP_201396.4"
"C4orf41","11076","O.sativa ","Os02g07145","NM_001054455.1 ","NP_001047920.1"
"C5orf22","10149","H.sapiens ","C5orf22 ","NM_018356.2 ","NP_060826.2"
"C5orf22","10149","P.troglodytes ","LOC461936 ","XM_517821.2 ","XP_517821.2"
"C5orf22","10149","C.lupus ","LOC612640 ","XM_850372.1 ","XP_855465.1"
"C5orf22","10149","M.musculus ","6030458C11","NM_029998.2 ","NP_084274.1"
"C5orf22","10149","R.norvegicus ","RGD1306502","XM_226842.4 ","XP_226842.4"
"C5orf22","10149","G.gallus ","C5orf22 ","XM_418996.2 ","XP_418996.2"
"C5orf22","10149","D.rerio ","zgc:56556 ","NM_200331.1 ","NP_956625.1"
"C5orf22","10149","D.melanogaster ","MESR6 ","NM_079430.2 ","NP_524154.2"
"C5orf22","10149","A.gambiae ","AgaP_AGAP0","XM_001688609.1 ","XP_001688661.1"
"C5orf28","49708","H.sapiens ","C5orf28 ","NM_022483.4 ","NP_071928.2"
"C5orf28","49708","P.troglodytes ","LOC461891 ","XM_001135483.1 ","XP_001135483.1"
"C5orf28","49708","B.taurus ","C5orf28 ","NM_001079795.1 ","NP_001073263.1"
"C5orf28","49708","M.musculus ","Gm7120 ","NM_001039244.2 ","NP_001034333.1"
"C5orf28","49708","R.norvegicus ","RGD1562550","XM_574856.2 ","XP_574856.2"
"C5orf28","49708","G.gallus ","C5orf28 ","XM_424781.2 ","XP_424781.1"
"C5orf28","49708","D.rerio ","si:busm1-7","NM_001004514.1 ","NP_001004514.1"
"C5orf28","49708","D.melanogaster ","CG10866 ","NM_139581.1 ","NP_647838.1"
"C5orf28","49708","A.gambiae ","AgaP_AGAP0","XM_315389.3 ","XP_315389.3"
"CACYBP","7649","H.sapiens","CACYBP","NM_014412.2","NP_055227.1"
"CACYBP","7649","P.troglodytes","CACYBP","XM_514016.2","XP_514016.2"
"CACYBP","7649","C.lupus","CACYBP","XM_537183.2","XP_537183.1"
"CACYBP","7649","B.taurus","CACYBP","NM_001034809.1","NP_001029981.1"
"CACYBP","7649","M.musculus","Cacybp","NM_009786.1","NP_033916.1"
"CACYBP","7649","R.norvegicus","Cacybp","NM_001004208.1","NP_001004208.1"
"CACYBP","7649","G.gallus","CACYBP","XM_422279.2","XP_422279.1"
"CACYBP","7649","D.rerio","cacybp","NM_212887.1","NP_998052.1"
"CACYBP","7649","D.melanogaster","CG3226","NM_132104.2","NP_572332.1"
"CACYBP","7649","A.gambiae","AgaP_AGAP0","XM_320934.4","XP_320934.4"
"CACYBP","7649","A.thaliana","AT1G30070","NM_102746.3","NP_564346.1"
"CACYBP","7649","O.sativa","Os01g07575","NM_001050829.1","NP_001044294.1"
"CACYBP","7649","P.falciparum","PFL1845c","XM_001350739.1","XP_001350775.1"
"CADM1","8641","H.sapiens","CADM1","NM_014333.3","NP_055148.3"
"CADM1","8641","P.troglodytes","CADM1","XM_001152029.1","XP_001152029.1"
"CADM1","8641","C.lupus","CADM1","XM_536568.2","XP_536568.2"
"CADM1","8641","B.taurus","CADM1","NM_001038558.1","NP_001033647.1"
"CADM1","8641","M.musculus","Cadm1","NM_207675.2","NP_997558.2"
"CADM1","8641","R.norvegicus","Cadm1","NM_001012201.1","NP_001012201.1"
"CADM1","8641","G.gallus","CADM1","XM_417901.2","XP_417901.2"
"CADM1","8641","D.rerio","cadm1a","NM_001113551.1","NP_001107023.1"
"CADM1","8641","D.rerio","cadm1b","NM_001113552.1","NP_001107024.1"
"CALCA","105261","H.sapiens ","CALCA ","NM_001033953.1 ","NP_001029125.1"
"CALCA","105261","C.lupus ","CRSP-2 ","NM_001002947.1 ","NP_001002947.1"
"CALCA","105261","C.lupus ","LOC609772 ","XM_847108.1 ","XP_852201.1"
"CALCA","105261","B.taurus ","CALC3 ","NM_001076340.1 ","NP_001069808.1"
"CAMKK2","32756","H.sapiens","CAMKK2","NM_006549.3","NP_006540.3"
"CAMKK2","32756","C.lupus","CAMKK2","XM_543388.2","XP_543388.2"
"CAMKK2","32756","B.taurus","CAMKK2","NM_001075390.1","NP_001068858.1"
"CAMKK2","32756","M.musculus","Camkk2","NM_145358.1","NP_663333.1"
"CAMKK2","32756","R.norvegicus","Camkk2","NM_031338.1","NP_112628.1"
"CAMKK2","32756","G.gallus","CAMKK2","XM_415134.2","XP_415134.2"
"CAMKK2","32756","D.rerio","LOC560476","XM_683879.3","XP_688971.3"
"CAMKK2","32756","D.melanogaster","CG17698","NM_001043168.1","NP_001036633.1"
"CAMKK2","32756","A.gambiae","AgaP_AGAP0","XM_307935.4","XP_307935.4"
"CAMKV","56983","H.sapiens","CAMKV","NM_024046.3","NP_076951.2"
"CAMKV","56983","P.troglodytes","CAMKV","XM_516469.2","XP_516469.2"
"CAMKV","56983","C.lupus","CAMKV","XM_845383.1","XP_850476.1"
"CAMKV","56983","B.taurus","CAMKV","NM_001075876.1","NP_001069344.1"
"CAMKV","56983","M.musculus","Camkv","NM_145621.2","NP_663596.1"
"CAMKV","56983","R.norvegicus","Camkv","NM_024000.1","NP_076490.1"
"CAMKV","56983","G.gallus","CAMKV","XM_001234174.1","XP_001234175.1"
"CAMKV","56983","D.rerio","camkv","NM_200450.1","NP_956744.1"
"CAMKV","56983","D.rerio","LOC567243","XM_690535.2","XP_695627.2"
"CCNA1","31203","H.sapiens","CCNA1","NM_003914.3","NP_003905.1"
"CCNA1","31203","P.troglodytes","CCNA1","XM_522658.2","XP_522658.2"
"CCNA1","31203","C.lupus","CCNA1","XM_534494.2","XP_534494.2"
"CCNA1","31203","B.taurus","CCNA1","XM_600212.4","XP_600212.3"
"CCNA1","31203","M.musculus","Ccna1","NM_007628.2","NP_031654.1"
"CCNA1","31203","R.norvegicus","Ccna1","NM_001011949.1","NP_001011949.1"
"CCNA1","31203","G.gallus","CCNA1","XM_417097.2","XP_417097.1"
"CCNA1","31203","D.rerio","ccna1","NM_212818.1","NP_997983.1"
"CCNA1","31203","A.thaliana","CYCA1;2","NM_106388.3","NP_177863.2"
"CCNB1","68982","H.sapiens","CCNB1","NM_031966.2","NP_114172.1"
"CCNB1","68982","P.troglodytes","CCNB1","XM_517728.2","XP_517728.2"
"CCNB1","68982","C.lupus","LOC485338","XM_846071.1","XP_851164.1"
"CCNB1","68982","C.lupus","LOC608420","XM_845305.1","XP_850398.1"
"CCNB1","68982","B.taurus","CCNB1","NM_001045872.1","NP_001039337.1"
"CCNB1","68982","M.musculus","Gm5593","XM_485921.3","XP_485921.1"
"CCNB1","68982","M.musculus","Ccnb1","NM_172301.3","NP_758505.2"
"CCNB1","68982","R.norvegicus","Ccnb1","NM_171991.1","NP_741988.1"
"CCNB1","68982","D.rerio","ccnb1","NM_131513.1","NP_571588.1"
"CCNB1","68982","D.melanogaster","CycB","NM_166557.1","NP_726246.1"
"CCNB1","68982","A.gambiae","AgaP_AGAP0","XM_315060.4","XP_315060.4"
"CCNB1","68982","A.gambiae","AgaP_AGAP0","XM_315059.4","XP_315059.4"
"CCNB1","68982","S.pombe","cdc13","NM_001021079.1","NP_595171.1"
"CCNB1","68982","S.cerevisiae","CLB2","CLB2_6325376","NP_015444.1"
"CCNB1","68982","K.lactis","KLLA0D1554","XM_453748.1","XP_453748.1"
"CCNB1","68982","E.gossypii","AGOS_AAR09","NM_207993.1","NP_982640.1"
"CCNB1","68982","M.grisea","MGG_05646","XM_360272.2","XP_360272.2"
"CCNB1","68982","N.crassa","NCU02758.1","XM_331956.1","XP_331957.1"
"CCNB1","68982","A.thaliana","CYC1BAT","NM_120697.2","NP_196233.1"
"CCNB1","68982","A.thaliana","CYCB1;3","NM_111985.4","NP_187759.2"
"CCNB1","68982","A.thaliana","CYCB1;1","NM_119913.2","NP_195465.1"
"CCND1","1334","H.sapiens","CCND1","NM_053056.2","NP_444284.1"
"CCND1","1334","C.lupus","CCND1","NM_001005757.1","NP_001005757.1"
"CCND1","1334","B.taurus","CCND1","NM_001046273.1","NP_001039738.1"
"CCND1","1334","M.musculus","Ccnd1","NM_007631.2","NP_031657.1"
"CCND1","1334","R.norvegicus","Ccnd1","NM_171992.2","NP_741989.2"
"CCND1","1334","G.gallus","CCND1","NM_205381.1","NP_990712.1"
"CCND1","1334","D.rerio","ccnd1","NM_131025.2","NP_571100.1"
"CCND2","37525","H.sapiens","CCND2","NM_001759.3","NP_001750.1"
"CCND2","37525","P.troglodytes","CCND2","XM_001156857.1","XP_001156857.1"
"CCND2","37525","C.lupus","CCND2","XM_849493.1","XP_854586.1"
"CCND2","37525","B.taurus","CCND2","NM_001076372.1","NP_001069840.1"
"CCND2","37525","M.musculus","Ccnd2","NM_009829.3","NP_033959.1"
"CCND2","37525","R.norvegicus","Ccnd2","NM_022267.1","NP_071603.1"
"CCND2","37525","G.gallus","CCND2","NM_204213.1","NP_989544.1"
"CCND2","37525","D.rerio","zgc:162280","NM_001089445.1","NP_001082914.1"
"CCND2","37525","D.melanogaster","CycD","NM_078631.2","NP_523355.1"
"CCNE1","14452","H.sapiens","CCNE1","NM_001238.1","NP_001229.1"
"CCNE1","14452","P.troglodytes","CCNE1","XM_512559.2","XP_512559.2"
"CCNE1","14452","C.lupus","CCNE1","XM_541724.2","XP_541724.2"
"CCNE1","14452","B.taurus","CCNE1","XM_612960.4","XP_612960.3"
"CCNE1","14452","M.musculus","Ccne1","NM_007633.2","NP_031659.2"
"CCNE1","14452","R.norvegicus","Ccne1","XM_574426.2","XP_574426.2"
"CCNE1","14452","G.gallus","CCNE1","NM_001031358.1","NP_001026529.1"
"CCNE1","14452","D.rerio","ccne","NM_130995.1","NP_571070.1"
"CCNE1","14452","D.melanogaster","CycE","NM_165124.2","NP_723925.1"
"CCNE1","14452","A.gambiae","AgaP_AGAP0","XM_317276.4","XP_317276.4"
"CCNE1","14452","C.elegans","cye-1","NM_001025857.1","NP_001021028.1"
"CCR2","537","H.sapiens ","CCR2 ","NM_001123396.1 ","NP_001116868.1"
"CCR2","537","P.troglodytes ","CCR2 ","XM_001149592.1 ","XP_001149592.1"
"CCR2","537","C.lupus ","CCR2 ","XM_541906.1 ","XP_541906.1"
"CCR2","537","B.taurus ","CCR2 ","XM_584158.3 ","XP_584158.2"
"CCR2","537","M.musculus ","Ccr2 ","NM_009915.1 ","NP_034045.1"
"CCR2","537","R.norvegicus ","Ccr2 ","NM_021866.1 ","NP_068638.1"
"CCR2","537","G.gallus ","CCR2 ","NM_001045835.1 ","NP_001039300.1"
"CCR2","537","D.rerio ","LOC1000052","XM_001344341.1 ","XP_001344377.1"
"CCR2","537","D.rerio ","LOC792495 ","XM_001331982.2 ","XP_001332018.2"
"CD28","4473","H.sapiens","CD28","NM_006139.2","NP_006130.1"
"CD28","4473","P.troglodytes","CD28","XM_525998.1","XP_525998.1"
"CD28","4473","C.lupus","CD28","XM_850468.1","XP_855561.1"
"CD28","4473","B.taurus","CD28","NM_181004.1","NP_851347.1"
"CD28","4473","M.musculus","Cd28","NM_007642.3","NP_031668.2"
"CD28","4473","R.norvegicus","Cd28","NM_013121.1","NP_037253.1"
"CD28","4473","G.gallus","CD28","NM_205311.1","NP_990642.1"
"CD44","508","H.sapiens ","CD44 ","NM_000610.3 ","NP_000601.3"
"CD44","508","P.troglodytes ","CD44 ","XM_001152601.1 ","XP_001152601.1"
"CD44","508","M.musculus ","Cd44 ","NM_009851.2 ","NP_033981.2"
"CD44","508","R.norvegicus ","Cd44 ","NM_012924.2 ","NP_037056.2"
"CD44","508","G.gallus ","CD44 ","XM_001232424.1 ","XP_001232425.1"
"CD63","37526","H.sapiens","CD63","NM_001780.4","NP_001771.1"
"CD63","37526","P.troglodytes","CD63","XM_509121.2","XP_509121.1"
"CD63","37526","C.lupus","CD63","XM_531624.2","XP_531624.2"
"CD63","37526","B.taurus","CD63","NM_205803.1","NP_991372.1"
"CD63","37526","M.musculus","Cd63","NM_001042580.1","NP_001036045.1"
"CD63","37526","R.norvegicus","Cd63","NM_017125.2","NP_058821.1"
"CD63","37526","D.rerio","cd63","NM_199543.1","NP_955837.1"
"CD63","37526","D.melanogaster","Tsp29Fa","NM_078791.2","NP_523515.1"
"CD63","37526","A.gambiae","AgaP_AGAP0","XM_318688.3","XP_318688.2"
"CD63","37526","C.elegans","tsp-7","NM_060235.1","NP_492636.1"
"CD83","3121","H.sapiens","CD83","NM_004233.3","NP_004224.1"
"CD83","3121","P.troglodytes","CD83","XM_518248.2","XP_518248.2"
"CD83","3121","C.lupus","CD83","XM_847554.1","XP_852647.1"
"CD83","3121","B.taurus","CD83","NM_001046590.1","NP_001040055.1"
"CD83","3121","M.musculus","Cd83","NM_009856.1","NP_033986.1"
"CD83","3121","R.norvegicus","Cd83","XM_341509.3","XP_341510.2"
"CD83","3121","G.gallus","CD83","XM_418929.2","XP_418929.1"
"CDA","1352","H.sapiens","CDA","NM_001785.2","NP_001776.1"
"CDA","1352","P.troglodytes","CDA","XM_001161389.1","XP_001161389.1"
"CDA","1352","C.lupus","CDA","XM_544519.2","XP_544519.1"
"CDA","1352","B.taurus","CDA","XM_868383.3","XP_873476.2"
"CDA","1352","M.musculus","Cda","NM_028176.1","NP_082452.1"
"CDA","1352","R.norvegicus","Cda","XM_342955.3","XP_342956.1"
"CDA","1352","G.gallus","CDA","XM_001234308.1","XP_001234309.1"
"CDA","1352","D.rerio","cda","NM_205679.1","NP_991242.1"
"CDA","1352","D.rerio","LOC559958","XM_001923587.1","XP_001923622.1"
"CDA","1352","S.pombe","pcd1","NM_001019743.1","NP_594321.1"
"CDA","1352","S.cerevisiae","CDD1","CDD1_6323274","NP_013346.1"
"CDA","1352","K.lactis","KLLA0D1841","XM_453876.1","XP_453876.1"
"CDA","1352","E.gossypii","AGOS_AGL12","NM_211606.1","NP_986544.1"
"CDA","1352","M.grisea","MGG_09940","XM_365095.2","XP_365095.2"
"CDA","1352","N.crassa","NCU08359.1","XM_329404.1","XP_329405.1"
"CDC40","5716","H.sapiens ","CDC40 ","NM_015891.2 ","NP_056975.1"
"CDC40","5716","P.troglodytes ","CDC40 ","XM_518687.2 ","XP_518687.2"
"CDC40","5716","C.lupus ","CDC40 ","XM_532261.2 ","XP_532261.2"
"CDC40","5716","B.taurus ","CDC40 ","NM_001075643.1 ","NP_001069111.1"
"CDC40","5716","M.musculus ","Cdc40 ","XM_483893.3 ","XP_483893.1"
"CDC40","5716","R.norvegicus ","Cdc40 ","XM_342154.3 ","XP_342155.1"
"CDC40","5716","G.gallus ","CDC40 ","NM_001006407.1 ","NP_001006407.1"
"CDC40","5716","D.rerio ","cdc40 ","NM_001009990.1 ","NP_001009990.1"
"CDC40","5716","D.melanogaster ","CG6015 ","NM_142748.2 ","NP_651005.1"
"CDC40","5716","A.gambiae ","AgaP_AGAP0","XM_319677.4 ","XP_319677.2"
"CDC40","5716","C.elegans ","prp-17 ","NM_060450.3 ","NP_492851.1"
"CDC40","5716","S.pombe ","prp17 ","NM_001022004.1 ","NP_596089.1"
"CDC40","5716","M.grisea ","MGG_08133 ","XM_362550.1 ","XP_362550.1"
"CDC40","5716","N.crassa ","NCU06921.1","XM_327206.1 ","XP_327207.1"
"CDC40","5716","A.thaliana ","AT1G10580 ","NM_100933.2 ","NP_172528.2"
"CDC40","5716","O.sativa ","Os03g03975","NM_001056837.1 ","NP_001050302.1"
"CDC40","5716","P.falciparum ","PFL0970w ","XM_001350564.1 ","XP_001350600.1"
"CDH1","20917","H.sapiens","CDH1","NM_004360.3","NP_004351.1"
"CDH1","20917","P.troglodytes","CDH1","XM_001168150.1","XP_001168150.1"
"CDH1","20917","C.lupus","CDH1","XM_536807.2","XP_536807.2"
"CDH1","20917","B.taurus","CDH1","NM_001002763.1","NP_001002763.1"
